Age,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,Music,GradeClass
0.3333333333,0.3333333333,0.5,0.2347006215,0.6206896552,0,0,4
0.6666666667,0.6666666667,0.5,0.4811476297,0.3448275862,0,0,4
1,0.6666666667,0.75,0.5524101497,0.1379310345,0,0,2
1,0.6666666667,0,0.6324481453,0,1,0,0
0,0,0.5,0.2573611392,0.6551724138,0,1,4
0,0,0.75,0.9496916385,1,1,0,4
0.3333333333,0.6666666667,0.25,0.1699007215,0.4137931034,1,0,2
1,0,0.5,0.9667102283,0.2413793103,0,0,2
0,0,0.25,0.01482026589,0.1724137931,0,0,3
0.6666666667,0.6666666667,1,0.4816258287,0.9655172414,1,0,4
0.6666666667,0.6666666667,0,0.3336981355,0.5517241379,0,0,4
0,0,0.5,0.449586743,0.3793103448,1,0,3
0,0,0.25,0.571267651,0,0,0,1
1,0,0.5,0.4360369358,0.06896551724,0,0,2
1,0.6666666667,0.25,0.4152707932,0.4482758621,0,0,3
0.3333333333,1,0.25,0.7335127326,0.8620689655,0,0,4
1,0,0.5,0.6866117833,0.2413793103,0,0,2
0.6666666667,0,0.75,0.8341762094,0.3448275862,0,0,2
0.6666666667,0.6666666667,0.25,0.2501934096,0.8965517241,1,0,4
0,0,0.25,0.6101762238,0.4482758621,1,0,3
1,0.3333333333,0.5,0.585814553,0.2413793103,0,0,2
0.3333333333,1,0.5,0.3701098917,0.9655172414,1,0,4
0.6666666667,0,0.75,0.4865633477,0.06896551724,1,0,1
0.6666666667,0.3333333333,0.25,0.3140899223,0.2068965517,1,1,2
0.3333333333,0,0.5,0.1419545351,0.9310344828,0,0,4
0.3333333333,0,0.25,0.2139940473,0.6206896552,1,0,4
0.6666666667,0.6666666667,0.25,0.105582024,0.1034482759,0,0,3
0.6666666667,0,0.5,0.6838018571,0.8275862069,0,0,4
0.3333333333,1,0.5,0.6614339754,0.5172413793,1,1,3
0.6666666667,0.3333333333,0.5,0.9516461325,0.4137931034,0,0,3
0,0,0.25,0.7304642325,0.6551724138,0,1,4
0,0,0.5,0.05205276438,0.6206896552,1,0,4
0.3333333333,0,0.5,0.8852086523,0.1379310345,0,0,1
1,0,1,0.8636138583,0.7586206897,1,0,4
0.3333333333,0,0.25,0.4437769725,0.1379310345,1,0,1
0.3333333333,0,0.25,0.5864835711,0.6551724138,0,0,4
1,0,0.25,0.9771474118,0.7931034483,0,1,4
1,0.6666666667,0.5,0.532863307,0.1034482759,1,0,1
1,0.3333333333,0.25,0.9063095793,0.03448275862,0,1,0
0,0.6666666667,0.75,0.08308128978,0.8620689655,1,0,4
0.6666666667,0,0.25,0.1912185476,0.4137931034,1,0,3
0,0,0.75,0.4412086737,1,0,0,4
0.6666666667,0.3333333333,0.25,0.5853760495,0.5172413793,0,1,3
0,0,0.5,0.8171131685,0.724137931,1,0,4
0.6666666667,0,0.75,0.9893451667,0.03448275862,0,0,0
0,0.6666666667,0.25,0.3892455623,0.6206896552,0,0,4
1,0.6666666667,1,0.04741724211,0.5517241379,1,1,4
0.3333333333,0.3333333333,0.5,0.8020395117,0.1379310345,1,0,1
0,0,0.75,0.6050225066,0.8275862069,0,0,4
0.6666666667,0.6666666667,0.5,0.1987181583,0.5862068966,0,0,4
1,0.3333333333,0.25,0.4953443296,0.9310344828,0,1,4
0,0.6666666667,0.25,0.7431106024,0.7586206897,1,0,4
0,0.6666666667,0.25,0.7712444543,0.6896551724,1,0,3
1,0.6666666667,0,0.5001397855,0.5862068966,1,0,3
0,0.3333333333,0.25,0.3055124741,0.2413793103,0,0,3
0.3333333333,0,0.25,0.9748089769,0.8965517241,1,0,4
0,0.3333333333,0.5,0.6640722045,0.4827586207,1,0,2
0.3333333333,0.3333333333,0.5,0.4086538459,0.4137931034,0,0,4
0.3333333333,0.6666666667,0.25,0.2807326732,0.4137931034,0,0,3
1,0,0.25,0.73189047,0.5172413793,1,0,4
0,0,0.5,0.2424089218,0.724137931,0,0,4
1,0.6666666667,0.25,0.1718544647,0.6551724138,0,1,4
0,0.6666666667,0,0.5303900173,0.4137931034,0,0,4
0,1,0.25,0.290267821,0.6551724138,0,0,4
0.6666666667,0.6666666667,0.75,0.6295751467,0.03448275862,0,0,1
0,0.3333333333,0.75,0.1180213062,0.06896551724,0,0,2
1,0.3333333333,0.25,0.6556410242,0.4827586207,1,1,2
0.3333333333,0.6666666667,0.5,0.2835692801,0.7586206897,1,0,4
0,0.3333333333,0.5,0.0001903185142,0.6206896552,1,0,4
0.6666666667,0.3333333333,0.5,0.1270290484,0.4137931034,0,0,4
1,0,0.5,0.9346356519,0.1379310345,1,0,0
0,0,0.5,0.8682987372,0.8620689655,1,0,4
1,0.6666666667,0.25,0.2338246658,0.724137931,0,0,4
0.6666666667,0,0,0.7792137042,0.1724137931,0,0,1
0.6666666667,0,0.5,0.6092182239,0.4482758621,0,0,4
1,0,0.75,0.9719678148,0.1034482759,1,0,1
0,0,0.5,0.3739821876,0.724137931,0,1,4
0.3333333333,0,0.75,0.6821910076,0.6206896552,1,0,4
0.6666666667,0,1,0.06355582162,0.7586206897,0,0,4
0,1,0.25,0.3966499136,0.2068965517,0,0,3
0,0.3333333333,0.5,0.9648726185,0.1034482759,1,0,0
0.3333333333,0,0.5,0.5395474814,0.03448275862,0,1,1
0.6666666667,0,1,0.288157498,0.8965517241,0,0,4
0.6666666667,0.3333333333,1,0.1203562871,0.2068965517,1,1,2
0,0,0.5,0.7042841238,0.06896551724,1,0,1
0,0.6666666667,0.25,0.6455443818,0.4827586207,0,0,3
0.3333333333,0.3333333333,0.5,0.3743156205,0,0,0,1
0.3333333333,0.6666666667,0.25,0.9519815176,0.03448275862,0,0,2
0.6666666667,0,0.5,0.0221754107,0.3103448276,1,0,3
1,0.3333333333,0.75,0.3040200606,0.5172413793,0,1,3
0.6666666667,0,0.25,0.9220753308,0.8275862069,0,0,4
0,1,0.5,0.3212514448,0.9310344828,0,1,4
0.6666666667,0.3333333333,0.5,0.2524898963,0.4827586207,1,0,4
1,0,0.5,0.5347815594,0.7931034483,1,0,4
0.3333333333,0,0.25,0.8246957745,0.4827586207,1,0,4
1,0,0.5,0.1032124033,0.4482758621,0,0,3
1,0.3333333333,0.75,0.944051763,0.724137931,1,1,4
1,0,0.75,0.7959339015,0.4482758621,0,0,4
0.3333333333,0.3333333333,0.25,0.1814056809,0.1724137931,0,0,2
1,0,0.75,0.7127734709,0.4482758621,1,0,3
1,0.3333333333,0.5,0.3853482876,0.5517241379,0,1,4
1,0.6666666667,0.25,0.4027042148,0.5862068966,0,0,4
0,0.6666666667,0,0.7841375575,0.6551724138,1,0,4
1,0.6666666667,0.25,0.9638385813,0.6206896552,0,0,4
0.3333333333,0,0.75,0.1267485263,1,0,0,4
1,0,0.5,0.421060841,0.5517241379,0,0,4
1,0.3333333333,0.5,0.4814415171,0.5172413793,0,0,3
0.3333333333,0,0.25,0.3766914483,0.2413793103,1,0,1
1,0,0.5,0.3635536641,0.2068965517,0,0,3
0.3333333333,0,0,0.05227582048,0.6551724138,1,1,4
1,0,0.25,0.6862736951,0.9310344828,0,0,4
0.3333333333,0,0.5,0.4366629045,0.3793103448,0,1,3
1,0.6666666667,0.25,0.1949647988,0.275862069,0,0,3
1,0,0.75,0.8169185951,0.8965517241,1,0,4
0,0.3333333333,0.25,0.8034303586,0.4482758621,0,0,4
0,0,0.5,0.4868978317,0.6551724138,1,0,4
1,0.3333333333,0.5,0.2987407992,0,0,1,0
1,0,0.5,0.6387733076,0.3103448276,1,1,2
0.6666666667,0.6666666667,0.25,0.2884304614,0.5517241379,1,0,4
0.3333333333,0.6666666667,0,0.2362263233,0.5517241379,1,1,4
0.6666666667,0,0.75,0.7313014438,0.5517241379,1,0,4
0,1,0.25,0.04031869191,0.1034482759,0,1,1
0,1,0.75,0.09482447272,0.5517241379,1,0,4
0,0.6666666667,1,0.006743042024,0.5862068966,0,1,4
0,0.6666666667,0.25,0.1530660928,0.6551724138,0,1,4
1,0,0.25,0.06901639117,0.7586206897,0,0,4
0,0.3333333333,0.5,0.9968940839,0.03448275862,0,0,1
1,0,1,0.2890890176,0.2413793103,0,0,2
1,0,0.75,0.1493866683,0.4137931034,0,0,4
0,1,0.5,0.2412203572,0.7586206897,0,1,4
0,0,0.5,0.9371486873,0.8275862069,0,0,4
0.3333333333,0.6666666667,0.25,0.5207051977,1,0,0,4
0.6666666667,0.6666666667,1,0.3651845366,0.724137931,1,0,4
0,0.6666666667,1,0.8743424763,0.6551724138,1,0,4
0.3333333333,1,0.25,0.3953913686,0.724137931,1,0,4
0.3333333333,0,0.25,0.3353407214,0.4827586207,0,0,4
0.6666666667,0,0.25,0.2074678542,0.6551724138,0,0,4
1,0,0.25,0.3781781552,0.7586206897,1,0,4
0,0,0.75,0.3169954583,0.275862069,1,0,2
0.6666666667,0,0.25,0.6780295797,0.06896551724,1,0,0
0,0,0,0.2898626558,0.06896551724,0,0,2
0.3333333333,0.6666666667,0.25,0.5778103129,0.03448275862,0,0,1
0.3333333333,0.3333333333,1,0.06591498028,0,1,1,0
1,0,0.5,0.1914561203,0.4482758621,0,0,4
0.3333333333,0.3333333333,0.5,0.4078206393,0.5517241379,0,1,4
0.3333333333,0,0.25,0.9379733341,0.4137931034,1,0,3
0.6666666667,0,1,0.377632729,0.6206896552,1,1,3
0,0.6666666667,0.75,0.6647845223,1,0,0,4
0,0.3333333333,0.25,0.2553275043,0.7586206897,0,1,4
0.6666666667,0.6666666667,0,0.1271267105,0.4827586207,1,1,2
1,0,0,0.0585509753,0.8965517241,0,0,4
0,0.6666666667,0.25,0.3057116528,0.8275862069,1,1,4
0.3333333333,0.3333333333,0.5,0.1577893659,0.4482758621,1,0,3
0,0.3333333333,0.75,0.174157559,0.03448275862,1,0,1
0.3333333333,0.3333333333,0.5,0.7615808591,0.2068965517,1,0,0
1,0.6666666667,0.75,0.01580334461,0.5517241379,0,1,3
0.6666666667,0.3333333333,0.5,0.5583984252,0.5862068966,0,1,4
0,0.3333333333,0.5,0.3798446687,0.1724137931,0,0,2
0.6666666667,1,0.5,0.5070793532,0.8965517241,0,0,4
0,0.6666666667,0.25,0.5634242956,0.6896551724,0,1,4
0.3333333333,0,0.25,0.3136749959,0.2413793103,0,0,3
0.6666666667,0.6666666667,0.5,0.295395158,0.9310344828,1,1,4
0,0,0,0.7341919625,0.8965517241,0,0,4
0.3333333333,0,0.25,0.8722255958,0.03448275862,0,0,1
0.6666666667,0.3333333333,0.5,0.192750106,0,0,0,1
0.6666666667,1,1,0.09767804905,0.5172413793,0,0,4
0,1,0.5,0.8987748784,0.2068965517,0,0,2
0,0,0.75,0.3502447335,0.724137931,0,0,4
0,0.3333333333,0.5,0.5518982119,0.7931034483,0,0,4
0.3333333333,0,0.5,0.3599035232,0.3448275862,1,0,3
0,1,0.5,0.1258940452,0.4827586207,1,0,3
0.6666666667,1,0.75,0.5899561582,0.4137931034,1,0,3
0.6666666667,0.3333333333,0.5,0.5256915728,1,0,0,4
0,0.6666666667,0.5,0.2031739742,0.7931034483,0,0,4
0,0.6666666667,0.5,0.4523355491,0.03448275862,0,0,2
1,0.3333333333,0.5,0.7978106563,0.4482758621,0,0,4
0.6666666667,0,0.25,0.5910518662,0.7931034483,0,1,4
0.3333333333,0,0,0.09697584281,0.1724137931,0,0,2
1,0.3333333333,0,0.5485985234,0.275862069,1,1,1
0,0.3333333333,0.75,0.7034931657,0.9310344828,0,0,4
0,0,0.25,0.7935616778,0.2068965517,0,1,1
0.6666666667,1,0.25,0.6297878409,0.5862068966,0,0,4
0,0,0.5,0.1527807152,0.7931034483,0,0,4
0.3333333333,0.3333333333,0.25,0.7109366619,0.275862069,1,1,3
0.6666666667,0.3333333333,0.5,0.6780675232,0.7586206897,0,0,4
0,0.3333333333,0.25,0.02440206723,0.1034482759,0,0,1
0.6666666667,0.3333333333,1,0.4121680307,0.275862069,0,0,3
0,0,0.75,0.3332800555,0.1034482759,0,0,2
0,0,0.75,0.6701286082,0.3793103448,0,1,3
0,0.3333333333,0.5,0.2163313308,0.1034482759,1,1,1
0.3333333333,0.3333333333,0.5,0.5914981786,0.8275862069,1,0,4
0.3333333333,0,0.25,0.9142027419,1,1,0,4
0.6666666667,0.6666666667,0,0.7986664889,0.7931034483,0,1,4
0,0,0,0.9224640271,0.6551724138,0,1,4
0,0.3333333333,0.5,0.9795778023,0.4482758621,0,0,3
0.3333333333,0.6666666667,0.5,0.01062950427,0.7931034483,1,0,4
0,0,0.5,0.6234042115,0.7931034483,1,0,4
0.3333333333,0,0,0.4132610357,0.2068965517,1,1,1
0,0.6666666667,0.5,0.860789966,0.8620689655,0,0,4
0.6666666667,0.3333333333,0.5,0.2520512426,0.4137931034,0,0,3
0,0.3333333333,0.5,0.982104253,0.724137931,0,0,4
0,0.6666666667,0.5,0.614360478,0.2413793103,0,1,3
1,0.6666666667,0.25,0.7943966365,0.7586206897,0,1,4
0.3333333333,1,0.75,0.08564503335,0.1379310345,0,0,2
0,0.3333333333,0.5,0.1836158686,0.3793103448,1,0,4
0,0,0.25,0.7592225013,0.4137931034,0,1,3
1,0,0.25,0.02195886207,0.9655172414,0,0,4
1,0,0.5,0.8177640658,0.6551724138,0,0,4
0.3333333333,0.3333333333,0.75,0.0139121232,0.4482758621,0,0,4
1,0,0.5,0.6578212775,0.9310344828,1,0,4
0.6666666667,1,0.25,0.3654606536,0.5862068966,0,0,4
1,0.3333333333,0.75,0.6121448341,0.8965517241,0,0,4
0.6666666667,0.3333333333,0.5,0.6967785563,0.7931034483,1,0,4
0.3333333333,0,0.5,0.3428159541,0.8275862069,0,1,4
0.3333333333,0,0.5,0.1080336388,0.6551724138,0,0,4
0.3333333333,0,0.25,0.06967299505,0.1034482759,1,0,1
0.3333333333,0,0.5,0.5895600534,0.6896551724,1,0,4
0.3333333333,0,0.25,0.5212009168,0.5862068966,0,0,4
0.6666666667,0.3333333333,1,0.7430012269,0.2068965517,0,1,1
0.6666666667,0.6666666667,0.5,0.5102685148,0.4827586207,0,0,3
0.3333333333,0.6666666667,0.5,0.4228784779,0.6896551724,1,0,4
1,0.3333333333,0.5,0.3984918785,0.1724137931,0,0,1
0,0,0.75,0.02642438916,0.5172413793,1,0,4
0.3333333333,0.6666666667,0.75,0.3358900021,0.6551724138,1,0,4
1,0.6666666667,0.5,0.9770891449,0.7931034483,1,0,3
0,0,0.5,0.874506815,0.2413793103,0,0,1
0.3333333333,0.6666666667,0.5,0.3297037494,0.9310344828,0,0,4
0.3333333333,0,0.5,0.5884181423,0.6896551724,0,0,4
0.6666666667,0.6666666667,0.25,0.8482177812,0.5172413793,1,0,3
0,1,0.5,0.4417286708,0.9310344828,0,0,4
0,0,0.25,0.01792558126,0.724137931,0,0,4
1,0.6666666667,0.75,0.07454318676,0.5172413793,0,1,4
0.6666666667,0.3333333333,0.25,0.5109264702,0.06896551724,0,0,0
0.6666666667,1,1,0.9705008305,0.5517241379,0,0,3
0.6666666667,0,0.5,0.6939534627,0.275862069,0,1,1
0.6666666667,0.6666666667,0.5,0.07094480528,0.8275862069,0,0,4
0,0,0.5,0.1895256539,0.06896551724,0,0,2
0,0,0.25,0.7721568519,0.6551724138,0,1,4
0.3333333333,0,0.25,0.8423540488,0.9655172414,1,0,4
0.3333333333,1,0,0.6183517105,0.2068965517,1,0,0
0.6666666667,0.6666666667,0.5,0.6451109842,0.5862068966,0,0,4
0.6666666667,0.6666666667,0.5,0.02831711229,0.3793103448,0,0,4
0.6666666667,1,0.5,0.8294297097,0.6206896552,1,0,3
0.3333333333,0,0.25,0.7891283878,0.5172413793,0,0,3
1,0,0.25,0.2592799923,0.724137931,0,0,4
1,0,0.5,0.7094383917,0.8965517241,0,0,4
0.3333333333,0,0.75,0.2150486581,0.7931034483,0,0,4
0.3333333333,0,0.5,0.04032359754,0.5517241379,0,1,4
0.3333333333,0,0.5,0.2013148396,0.6551724138,1,0,4
0.3333333333,0,0.5,0.1787813178,0.4827586207,1,0,3
0.3333333333,0,0,0.3380833204,0,0,0,1
0.3333333333,0,1,0.4188775843,0.03448275862,0,0,2
0.6666666667,0,0.5,0.5090705393,0.2413793103,0,0,3
0.6666666667,1,0.25,0.4772490034,0.724137931,0,0,4
0.6666666667,0.6666666667,0.5,0.2709328215,0.8275862069,0,0,4
0.6666666667,1,0.25,0.02915127003,0.03448275862,0,1,1
0.3333333333,0,1,0.6057442352,0.6206896552,1,0,3
1,0,0.25,0.396146836,0.275862069,0,0,3
0,0.6666666667,0.5,0.2989625539,0.275862069,1,0,3
0.3333333333,0,0.25,0.8678846618,0.4137931034,0,1,2
0,0,0.5,0.7475487481,0.1724137931,0,1,1
1,0,0.5,0.8586986148,1,0,1,4
0.6666666667,0,0.5,0.495498857,0.4827586207,0,1,3
1,0,0.5,0.1310288408,0.6206896552,1,0,4
0.3333333333,0,0.75,0.6969688248,0.6896551724,0,0,4
0.6666666667,0.3333333333,0,0.2062577649,0.4827586207,0,0,4
0.3333333333,0,0.25,0.4416839194,0.5862068966,0,0,4
0.6666666667,0,0.25,0.0650226057,0.2068965517,0,0,3
0,0.6666666667,1,0.8262041563,0.8620689655,0,1,4
0,0,0.25,0.1260325042,0.3448275862,0,0,3
0,0,0.5,0.9040826725,0.2413793103,1,1,2
1,0.6666666667,0.5,0.8651710962,0.1724137931,1,1,1
0.3333333333,0,0.25,0.4650638631,0.2413793103,0,0,2
1,0,0.25,0.745170918,0.03448275862,0,1,1
0,0,0.25,0.6201041726,0.6206896552,0,0,4
0.3333333333,0,0.5,0.8039458504,0.5172413793,0,0,3
0,0.3333333333,0.25,0.4322485362,0.2068965517,1,0,2
1,0.6666666667,0,0.7866588524,0.3103448276,1,0,1
1,0,0.75,0.4629354694,0.3793103448,0,1,2
1,0.3333333333,1,0.941994501,0.5517241379,0,0,3
0,0.3333333333,0.25,0.4868782593,0.2068965517,1,0,3
0.3333333333,0,0.25,0.4630981061,0.724137931,1,0,4
0.3333333333,0.3333333333,0,0.7859213556,0.2413793103,0,0,2
0,0,0.5,0.822469168,0.2068965517,0,0,1
0.3333333333,0,0.75,0.5550735577,0.1034482759,0,0,2
0,0,0.25,0.1799515614,0.06896551724,1,0,2
0.3333333333,0,0.25,0.4682430132,0.6206896552,0,0,4
0.6666666667,0,0.5,0.9691323593,0.4827586207,1,0,3
0.6666666667,0.6666666667,0.5,0.7537988241,0.1034482759,0,0,2
1,0,0,0.8120420961,0.8275862069,0,0,4
0.6666666667,0,0.5,0.03281032117,0.275862069,0,1,3
0.6666666667,0,0.25,0.4683443295,0.4137931034,1,0,3
0.6666666667,0.6666666667,0.25,0.6473115107,0.5862068966,0,0,4
0,0.3333333333,0.5,0.8309338867,0.6896551724,1,0,4
0.6666666667,0.3333333333,0.75,0.04927737782,0.5172413793,0,0,4
0.6666666667,0.6666666667,0.5,0.853365842,0,1,0,1
1,0.6666666667,0.75,0.5489784096,0.1034482759,1,1,1
0.6666666667,0,0.5,0.1974878457,0.5862068966,0,0,4
0.6666666667,0.3333333333,0.5,0.3175669645,0.2413793103,1,1,2
0.3333333333,0.6666666667,0.5,0.2822007087,0.6551724138,0,1,4
1,1,0.75,0.5314163457,0.5172413793,0,1,4
1,0.6666666667,0.75,0.0516922004,0.6896551724,0,0,4
1,0,0,0.1586654718,0.3448275862,1,1,3
1,0,0.75,0.8135743053,0.6551724138,1,0,3
1,0,0.75,0.1327035135,0.6896551724,0,0,4
1,0.6666666667,0.5,0.2336116212,0.6896551724,1,0,4
0,0,0.25,0.453838825,0.6896551724,0,1,4
0.6666666667,0,0.75,0.5176624041,0.8965517241,1,0,4
1,0.6666666667,0.75,0.7644353364,0.6206896552,0,0,4
0.6666666667,0,0.25,0.4477937344,0.7586206897,0,1,4
0.6666666667,0.6666666667,1,0.7907196147,0.6206896552,0,0,4
0,0,0,0.6190041596,0.5862068966,0,0,3
1,0,0.25,0.113176844,0.6206896552,0,0,4
0.3333333333,0,0.5,0.1564582375,0.3448275862,0,1,3
0,0.6666666667,0.5,0.4374831963,0.06896551724,0,0,2
0.3333333333,0,0.5,0.3972927016,0.2413793103,1,0,2
0.6666666667,0,0,0.7443460209,0.6551724138,0,0,4
0.6666666667,1,1,0.581351779,0.6206896552,1,0,4
0,0,0,0.3885263365,0.3103448276,0,0,3
0,0.3333333333,0.25,0.1709036731,0.5172413793,0,0,4
0.3333333333,0.3333333333,0,0.2270449316,0.1379310345,0,0,2
1,0,0.5,0.5761096102,0.6551724138,1,0,4
0.3333333333,0.3333333333,0.75,0.4238726193,0.275862069,1,1,2
0,0,0.5,0.5154664828,0.2413793103,0,0,2
0.3333333333,0.3333333333,0.75,0.1708207278,0.3448275862,0,0,3
0,0,0,0.6636153299,0.5172413793,0,0,4
0.3333333333,0.3333333333,0.5,0.8534658068,0.2068965517,0,0,2
0,0,0.5,0.2581830829,0.4827586207,1,1,4
0,0.3333333333,0.5,0.49202632,0.7931034483,0,0,4
0,0,0,0.9765957784,0.9655172414,0,0,4
1,0,0.5,0.3335718906,0.6896551724,1,0,4
0.3333333333,0,0.5,0.595677427,0.6551724138,1,0,4
0.3333333333,0,0.5,0.09024646648,0.7586206897,0,0,4
0.3333333333,0.6666666667,0.5,0.6066586852,0.5517241379,0,1,3
0,0,0.25,0.08968186824,0.1724137931,0,1,3
0.3333333333,1,0.5,0.9602851514,0.4827586207,0,0,3
0.3333333333,1,0.25,0.7164323718,0.2413793103,0,0,2
0,0.3333333333,0.75,0.7890128551,0.2068965517,1,0,1
0.6666666667,0,0.5,0.7048607859,0.03448275862,1,0,0
0,0,0.25,0.590354015,1,0,0,4
0.3333333333,0.6666666667,1,0.4503770504,0.4137931034,0,0,2
0,0,0.5,0.8593071635,1,0,0,4
0.6666666667,0,0,0.9578825929,0.7586206897,0,1,4
0,0.3333333333,0.5,0.4995568662,0.9655172414,0,0,4
0.3333333333,0.6666666667,0.25,0.9325529106,0.1724137931,0,0,1
0.6666666667,0.6666666667,0.75,0.5839505128,0.9655172414,0,0,4
1,0,0.75,0.5389501456,0.1379310345,0,1,0
0.3333333333,0.3333333333,1,0.4549522534,0.6551724138,0,0,4
0.6666666667,0,0.5,0.2094754092,0,0,0,1
0.6666666667,0,0.5,0.003671014876,0.9655172414,0,0,4
1,0.6666666667,0.5,0.2417309434,0.5862068966,0,0,4
0,0,0.25,0.5102561506,0.4827586207,0,0,4
0,0,0.5,0.3803437917,0.7586206897,0,1,4
0.3333333333,0,0.5,0.4489478595,0.3103448276,0,0,2
1,0.6666666667,0,0.9817225147,0.06896551724,1,0,0
0,0.6666666667,0.5,0.3506220667,0.1379310345,0,0,2
1,0.3333333333,0.75,0.4526498099,0.7931034483,0,0,4
0,0.6666666667,0.75,0.1336161113,0.9655172414,0,0,4
0.6666666667,0,0,0.04795996523,0.4137931034,0,1,3
0,0,0,0.776247899,0.2413793103,1,0,1
1,0,0.25,0.5712862723,0.724137931,1,1,4
0.6666666667,0,0.75,0.7615262964,0.6896551724,0,0,4
0.6666666667,0,0.25,0.149982152,0.9655172414,0,0,4
0.6666666667,1,0.5,0.5724331391,0.03448275862,0,0,1
1,0,0.25,0.2538810936,0.275862069,0,0,4
0.3333333333,0,0.5,0.2282710394,0.5517241379,0,0,4
0.3333333333,0,0.25,0.01148633804,0.8965517241,0,0,4
0.3333333333,0,0.5,0.1304376119,0.5862068966,0,0,4
1,1,0.25,0.3095706836,0.4137931034,0,0,4
0.6666666667,0,0.5,0.1169601878,0,1,0,1
0.3333333333,0,0.25,0.9869387537,0.3793103448,0,0,3
1,0.6666666667,0.5,0.3089345031,0.6551724138,0,1,4
0.3333333333,0,0.75,0.1304208427,0.6551724138,0,0,4
0,0,0.25,0.1992582283,0.6896551724,0,0,4
0.3333333333,0,0.75,0.5883258864,0.1379310345,1,0,1
0.3333333333,0.3333333333,0.5,0.06406420532,0.2413793103,0,0,4
0.6666666667,1,0.25,0.8633725812,0.8965517241,1,0,4
1,0.6666666667,0.5,0.9625520041,0.4827586207,0,0,3
0.6666666667,0,0.25,0.2469781179,0.8965517241,1,0,4
0.6666666667,0.6666666667,0.5,0.4505597101,0.06896551724,1,0,0
0.6666666667,0,0.5,0.02210698213,0.1724137931,0,0,3
0.6666666667,0,0.25,0.6413937663,0.9310344828,0,1,4
0.6666666667,0,0.5,0.4143489347,0.4137931034,1,1,2
0.3333333333,0,0.75,0.2703159633,0.3793103448,0,1,3
0.6666666667,0.3333333333,0.75,0.2070219422,0.6206896552,0,0,4
0.6666666667,0.3333333333,0.5,0.654721969,0.9655172414,0,1,4
1,1,1,0.4166425682,0.5862068966,0,0,4
0,0.3333333333,0.5,0.1798129022,0.7931034483,0,0,4
0.3333333333,0.3333333333,0.25,0.6898482993,0,0,0,0
0.3333333333,0,0.75,0.5656689228,0.8275862069,0,0,4
0.3333333333,0,0.5,0.8596061568,0.8965517241,0,1,4
0.6666666667,0.3333333333,0.5,0.1175580242,0.2068965517,1,0,2
0.6666666667,0,0.5,0.7865167893,0.3793103448,0,0,3
0.6666666667,0.6666666667,0.75,0.6742380764,0.3103448276,1,0,2
1,0,0.75,0.1150902409,0.9655172414,1,0,4
0,0,0.5,0.6955665147,0.3793103448,1,0,3
0.6666666667,0,0.25,0.4420019345,0.3448275862,1,1,2
0,0,0.5,0.9460181207,0.1034482759,1,0,0
1,0,0.5,0.1417212172,0.6206896552,1,0,4
0.3333333333,0.6666666667,0.25,0.6435194068,0.1724137931,0,0,1
0.6666666667,0,0.5,0.3823662138,0.8275862069,0,0,4
0,0.3333333333,0.5,0.9578615688,0.275862069,1,0,2
0,0,0.25,0.3303012854,0.6551724138,0,0,4
0.6666666667,0,0.25,0.9632389928,0.3103448276,1,0,2
0.3333333333,0,0.25,0.90246917,0.1379310345,1,0,1
0.3333333333,0.6666666667,0.75,0.2706411366,0.8965517241,0,0,4
0.3333333333,0,0.25,0.8044125363,0.4137931034,1,0,2
1,0.6666666667,0.25,0.9966957062,0.275862069,0,1,1
0,0,0.5,0.2529005177,0.03448275862,0,1,1
0,0.6666666667,0.25,0.4372263014,0.5862068966,0,0,4
0,0,0,0.5207257713,0.6896551724,0,0,4
1,0.3333333333,0.25,0.2952172537,0,0,0,0
0,0.3333333333,0.5,0.01522948573,0.7931034483,0,0,4
1,1,0.5,0.2203293712,0.6896551724,0,0,4
0.3333333333,0,0.25,0.2822080672,0.3793103448,1,0,3
0.6666666667,0,0.5,0.4440566937,0.3103448276,0,0,3
0,0,1,0.1712462664,0.03448275862,0,0,1
0,0.6666666667,0.25,0.8742052187,0.9310344828,0,0,4
0.3333333333,0.3333333333,0.25,0.7056685133,0.275862069,1,0,2
0.6666666667,0.6666666667,0.25,0.08524552465,0.03448275862,1,0,2
1,0,0.5,0.6507868009,0.7586206897,0,0,4
0.6666666667,0,0.5,0.6543549476,0.7931034483,0,1,4
0.3333333333,0,0.25,0.9572673865,1,1,0,4
0.3333333333,1,0.5,0.002971411626,0.724137931,0,0,4
0.6666666667,0.3333333333,0,0.2481645301,0.4482758621,0,0,4
1,1,0.5,0.9288050575,0.3448275862,0,0,2
1,0,0.5,0.933152449,0.7586206897,0,0,4
0,0.3333333333,0.25,0.7213617815,0.3448275862,1,0,2
1,0.3333333333,0.5,0.766590611,0.5517241379,0,0,4
0.6666666667,0,0.25,0.09153519614,0.1034482759,0,0,2
0.3333333333,0.6666666667,0.5,0.514413624,0.4137931034,0,0,3
0,1,0,0.2317962869,0.2068965517,1,1,2
0,0.6666666667,0.75,0.1813734439,0.5172413793,1,1,3
0.3333333333,0.6666666667,0.25,0.8111818084,0,1,0,1
1,0,0.75,0.1351404615,0.4137931034,0,0,4
0.3333333333,0,0.25,0.4691374402,0,0,1,1
1,1,0.5,0.9396042066,0.3448275862,1,0,2
